Z,X,Y
1.2421216160935573,-2.351878978427148,3.0140303237081656
1.3776422278204095,0.7869651626676513,3.172486814543069
-0.15496461256393868,-0.5708338681954024,1.164922155514979
1.9691232819204008,1.2531699393784437,3.5663754018965514
-0.2808368679146498,1.1087879237714944,2.3216212941659555
0.26145827575412245,0.3790627897712765,1.3646872756788064
-0.6487964883325386,0.43237663437480695,1.1956990657498465
-2.48096803025364,-0.9710792522186344,-1.5004829458615472
1.380755348921848,-1.2309366773778885,2.81633311714792
1.2449550614330025,-2.150163064440069,1.8667313349117491
