Z,X,Y
-0.863493604964934,-0.21187984101135163,-1.3852002948903261
-0.031203488939083975,-0.22670705419192702,-2.3867050029037733
0.018016872044446585,-0.8888131502927842,-3.5180179001252823
0.47263034584340563,0.07127007707098418,-3.182181770042713
-1.3668583632808264,0.3664145409108725,1.9829735011590264
0.5925672738473307,-0.34083242261473223,-1.0540527565317874
-2.704391631602775,0.5242413255252962,3.419711621953791
-0.6298845523638104,0.2438874105421691,-2.370417934567229
-0.48827384245154465,-0.36711666098551893,2.1698616140423717
0.6333268260712385,0.24589859436669553,-3.9278446419125257
0.02263085267686914,0.810476330158951,0.07496341676559913
-1.4055630538562867,0.3667739067529329,3.3667964014899314
-0.9849931258170151,0.004391827449073908,1.6846006962318427
0.1986800095474069,-0.019501653706788705,0.6739738049217681
-0.07906734186455629,0.03830453522582981,0.19461933772839368
-0.5791241096357465,-0.2558817789711517,-1.539727274523706
-0.48083378951197936,-1.0523747528595073,3.885679494187476
0.696167997159289,1.3691729538470099,0.6473880417319315
-0.5176925728692147,0.07766249959970073,0.052157933398290945
-0.08809124402907328,0.19907363256126856,1.368208465531016
2.169936588080543,1.056014419101817,-2.601379430249716
-1.423682636883923,-0.367558400362294,2.550030159748527
-1.8518427315746586,-0.09296224047438537,7.539029060830844
0.7835896647986067,-0.40790254869785225,-3.7497316988608107
-0.6786430612941032,1.1385432490266523,2.12105272524309
-0.31823752774262026,-0.617255999211198,-0.4384737492719109
-0.7811563781311142,-0.5159831419235897,2.5992381902836486
-0.2598001407675125,-0.2201296021932002,-3.5647816504517285
1.5985381120963413,1.4433069184743594,-5.014575034915384
0.8021284586181193,0.40831872894038673,-3.574239945477834
0.8622235118869771,-0.18695614207174266,-6.469615805929891
-1.4162270557926455,0.6271691803786698,2.0701027864726522
-1.1511537365528692,0.3655003133927407,3.0434501746022944
-2.839078659485427,0.2692174786082262,1.974955963837755
-0.809380821082754,0.3578671205854202,-1.5036021465343392
0.9567031863856584,1.6755325434840547,1.2557009421732936
0.5169465157483709,1.3510207053922416,2.322116976972617
-0.2215132629521239,-0.34335767150164764,-4.129032648987598
-0.02230028371805305,0.8119424964055761,1.9484919792223219
-0.6888855425754056,0.19158409487945016,2.5029687323537537
0.20475888240178416,0.35192734926976676,0.819859248347522
0.7658782794806148,-0.4631962760813569,-0.7600565517158793
-1.6158867874104728,-0.08519288269409798,6.664633846508577
0.29964768783734813,-0.2565879512496084,-2.682061041576759
0.9324348709546673,0.8802468429239882,-1.5450520146605875
-0.4151002889633696,0.5355402502014025,-0.10140392962792921
0.7007006121205837,-0.6868928694478639,-3.176340241276527
2.814654444472553,1.3963097902341413,0.6713836708525189
-0.10434279298689192,0.5609307523971261,-2.6771056981355468
0.3933070500053236,0.10331404384593933,-3.584045266947424
-0.7380570836613916,0.3645318225011822,3.9599101018436347
0.1812511626020504,0.2662083151145672,0.8931884410627466
0.46027162498230384,0.4009659284674651,-2.363783015443684
0.19484234027013805,-0.038236318899079705,0.18571880597072843
-1.0196953197088567,-0.6082904020678548,1.575844731972364
0.2063617713254507,-0.4575841880497884,1.1192784018511617
1.4621959387176369,1.085774226586477,-2.0079319108388187
0.4486357645145273,0.23404701001670522,0.2118198670586171
0.961987189071841,0.4117374722323081,2.5582669656576016
-0.23701197001262772,-0.21194502116117628,0.5949791387070598
0.7499002394237105,0.2223556969714794,-2.4438977130610633
